Error code,Name,Return code,Remarks
CE-34154-7,,,A Bank at the specified memory address is already loaded
CE-34155-8,,,Scream is already initialized or that initialization failed
CE-34156-9,,,Scream is not currently running
CE-34157-0,,,Underlying synthesizer failed to initialize
CE-34158-1,,,Invalid parameter detected
CE-34159-2,,,Unknown system error
CE-34160-4,,,Unable to allocate memory
CE-34161-5,,,Unable to create a thread
CE-34162-6,,,Sndstream has already been initialized
CE-34163-7,,,Some specified parameter(s) are out of range
CE-34164-8,,,An unknown error occurred
CE-34165-9,,,Sndstream has not been initialized
CE-34166-0,,,A specified file was not found
CE-34167-1,,,A specified file was found but contained invalid data
CE-34168-2,,,A specified file type is not supported
CE-34169-3,,,Sndstream failed to seek in or read from file
CE-34170-5,,,An unexpected internal error
CE-34171-6,,,The specified reference is not recognized
CE-34172-7,,,A parameter index is out of range
CE-34173-8,,,A specified address was NULL
CE-34174-9,,,The version of a specified data structure is not supported
CE-34175-0,,,Data with incorrect endianness was used
CE-34176-1,,,A voice could not be allocated for this data
CE-34177-2,,,A resource could not be allocated
CE-34178-3,,,The handle or other object is no longer active
CE-34179-4,,,A buffer or other resource is not big enough
CE-34180-6,,,Sndstream has not been initialized
CE-34181-7,,,Server failed to initialize
CE-34182-8,,,Invalid Bank pointer error
CE-34183-9,,,Operation requested before server initialization
CE-34184-0,,,The file I/O system passed on (omitted) a read request
CE-34185-1,,,An error of unknown origin occurred
CE-34186-2,,,A file open error occurred
CE-34187-3,,,A file seek error occurred
CE-34188-4,,,A file read error occurred
CE-34189-5,,,A file close error occurred
CE-34224-5,,,"Integrity check error // System internal error // Step 1: Back up your saved data using a USB device or PS+ online storage. Go to [Settings] > [Initialization] > [Initialize PS4] and try the PS4 initialization. Step 2: Restore your saved data. Step 3: If the error occurs again there may be an issue with the PS4's hard drive (HDD). If you have previously changed the HDD, use the other HDD. If not, please visit our Contact page to contact SCEA for additional technical support."
CE-34225-6,,,File not found in PlayGo chunk definition
CE-34341-5,,,Invalid mix level value
CE-34342-6,,,overflow
CE-34348-2,,,the specified max delay lenght is invalid
CE-34349-3,,,the specified max delay taps is invalid
CE-34350-5,,,the specified delay type is invalid
CE-34351-6,,,the specified number of delay tap is invalid
CE-34545-1,,,Read timeout occurred
CE-34615-9,,,Not Implemented
CE-34627-2,,,Cannot install
CE-34635-1,,,invalid previous input size
CE-34687-8,,,pContextRsrc is NULL for S3dConversionExec()
CE-34688-9,,,*pContextRsrc setting is invalid for S3dConversionExec()
CE-34689-0,,,Allocated memory is invalid for S3dConversionExec()
CE-34693-5,,,Application is not active
CE-34698-0,,,Using a RW buffer or texture but setting the memory type to read-only via setResourceMemoryType(). This is determined by checking RWResource inputs to shaders against the RO bit set in the Vsharp or Tsharp.
CE-34699-1,,,stream suspended
CE-34700-4,,,stream aborted
CE-34712-7,,,Invalid PSVR pointer.
CE-34772-3,,,Invalid argument
CE-34773-4,,,The path is not in a mapped location
CE-34774-5,,,File not found
CE-34775-6,,,Fatal error
CE-34776-7,,,Resource not found
CE-34777-8,,,Try again
CE-34778-9,,,Bad address
CE-34779-0,,,Invalid argument
CE-34780-2,,,Operation results timed out
CE-34781-3,,,Not initialized
CE-34782-4,,,Library has been initialized
CE-34783-5,,,Fatal error
CE-34788-0,,,"This update file cannot be used. Connect a USB storage device that contains an update file for reinstallation for version 1.50 or later. // Delete the Update file from the USB storage device, and replace it with a valid one."
CE-34861-2,,,"Connection to server failed // Step 1: If you have been able to connect to the Internet previously, PSN or the game's server may be temporarily unavailable. Please check the status of the game's server via its website.You can check the status of the PSN here. Step 2: If you have this error every time you try to connect to the Internet, check the SSL in your Internet environment and verify that SSL is available."
CE-34876-8,,,This disc is not supported by the PS4.
CE-34877-9,,,Cannot play PlayStation 3 format disc.
CE-34878-0,,,Application has crashed. // Restart the application in the content area.
CE-35463-1,,,"The disc cannot be played // Step 1: Copied media, CD's, and 3D Blu-Ray movies cannot be played. Please verify that the type of disc you're trying to play is supported by the PS4. Step 2: Make sure the disc you're trying to play isn't dirty, scratched, or otherwise damaged."
CE-35230-3,,,Network Error. Response speed from DNS server is likely delayed. // Step 1: Go to [Settings] > [Network] > [Set Up Internet Connection] > [Custom] and change the DNS settings.
CE-35657-6,,,"Cannot start the application. Application data may be corrupted. // Step 1: Go to [Notifications] > [Downloads] and delete the failure notification. Step 2: Back up your data using USB device or PS+ online storage, and then go to Safe Mode to try [5.Rebuild Database]. You can find more information on Safe Mode here. Step 3: If the error occurs again, go to [Settings] > [Initialization] > [7. Initialize PS4 (Reinstall System Software)] and try the PS4 initialization.). Note: This requires a USB device with the system update file. Information on updating via USB is located here."
CE-35662-2,,,"The numbers of chunks for the application and patch do not match. When creating a patch package of a PlayGo supporting application, the number of chunks included in the patch package must be the same as the game directory."
CE-35888-2,,,"Cannot start the application. // Wrong daughterboard in drive, see also : https://www.youtube.com/watch?feature=player_detailpage&v=pPRvG6oRV1E#t=349 / BDP-025"
CE-36244-9,,,"Downloaded data may be corrupted // Step 1: Delete the content from home screen, then restart the system. Next, re-download the content from the Library. Step 2: If the error persists, go to [Settings] > [Initialization] > [Initialize PS4] and try the PS4 initialization. Step 3: If the error occurs again there may be an issue with the PS4's hard drive (HDD). If you have previously changed the HDD, use the other HDD. If not, please visit our Contact page to contact SCEA for additional technical support."
CE-36329-3,,,
CE-36433-9,,,The original application package specified upon creating the patch package and the original application installed onto the Development Kit/Testing Kit may not be matching. Check that the original application package specified upon creating the patch package is installed on the Development Kit/Testing Kit.
CE-37533-1,,,"Face recognition error. // An occurred during face recognition log-in. It is possible that the face data is corrupted. Step 1: Log in to the system, and re-register the face data. Step 2: If the error occurs again, face data of other users on the PS4 system may be corrupted. Log-in to other user and re-register the face data."
CE-37534-2,,,"Face recognition error. // An occurred during face recognition log-in. It is possible that the face data is corrupted. Step 1: Log in to the system, and re-register the face data. Step 2: If the error occurs again, face data of other users on the PS4 system may be corrupted. Log-in to other user and re-register the face data."
CE-37535-3,,,"Face recognition error. // An occurred during face recognition log-in. It is possible that the face data is corrupted. Step 1: Log in to the system, and re-register the face data. Step 2: If the error occurs again, face data of other users on the PS4 system may be corrupted. Log-in to other user and re-register the face data."
CE-37536-4,,,"Face recognition error. // An occurred during face recognition log-in. It is possible that the face data is corrupted. Step 1: Log in to the system, and re-register the face data. Step 2: If the error occurs again, face data of other users on the PS4 system may be corrupted. Log-in to other user and re-register the face data."
CE-37537-5,,,"Face recognition error. // An occurred during face recognition log-in. It is possible that the face data is corrupted. Step 1: Log in to the system, and re-register the face data. Step 2: If the error occurs again, face data of other users on the PS4 system may be corrupted. Log-in to other user and re-register the face data."
CE-37538-6,,,"Face recognition error. // An occurred during face recognition log-in. It is possible that the face data is corrupted. Step 1: Log in to the system, and re-register the face data. Step 2: If the error occurs again, face data of other users on the PS4 system may be corrupted. Log-in to other user and re-register the face data."
CE-38612-0,,,Application data on HDD may be partially corrupted
E-800085D1,,0x800085D1,Connection to server failed. // The PS4 was unable to connect to the server. Please try again later. Refer to PSN Status.
E-801809A8,,0x801809A8,Detached or Broken / Malfunctional Blu-ray BD-ROM Drives
E-80411302,,0x80411302,"Internal error // Step 1: Close the application and restart the system. If this happens while in the PS Store, close the store and retry. Step 2: If the error occurs again, back up your saved data, and then go to [Settings] > [Initialization] and choose [Initialize PS4]."
E-80E80034,,0x80E80034,// PSN connection related error.
E-80F00800,,0x80F00800,"Downloaded data may be corrupted // Step 1: Delete the content from home screen and re-download the content from the Library. Step 2: If the error persists, go to [Settings] > [Initialization] > [Initialize PS4] and try the PS4 initialization. Step 3: If the error occurs again there may be an issue with the PS4's hard drive (HDD). If you have previously changed the HDD, use the other HDD. If not, please visit our Contact page to contact SCEA for additional technical support."
E-8200002E,,0x8200002E,The credit card information is not valid. // Remove credit card from an account and then re-enter the credit card information. Refer to Add / Remove Billing Information.
E-82000102,,0x82000102,"Server returned ""Unknown Error"" // Try again. If the error happens on PS Store, close the store and retry. If the error persists, exit store and Sign-out and Sign-in to PSN at [Settings] > [PSN]."
E-82000113,,0x82000113,Voucher error // The server was unable to verify the voucher. Please try again later.
E-8200012F,,0x8200012F,Invalid voucher code // The code you entered may not be correct or may no longer be valid. // Please check your entry.
E-82000134,,0x82000134,Product voucher region does not match the account's region // This product or content is not available in your account's country/region.
E-82000138,,0x82000138,"Failed to add funds to wallet using a voucher or PSN card. // Verify that redeeming the code will not put your wallet over the $150 limit. If it does, redeem the code at a later date when your balance is lower. If you aren't at the limit and still get this error, please try again later. Refer to Article on code redemption issues ."
E-82000156,,0x82000156,"Rate limit exceeded // For security reasons, there are limits on how many times and how fast you can enter credit card and voucher code information. Try again later."
E-82000163,,0x82000163,"The home address registered on your PSN account does not match the address for your credit card. // It is not currently possible to change your address via the PS4's PSN settings, so you'll need to use the web browser (PS4, PC, or mobile device) to change it via SonyEntertainmentNetwork.com."
E-82000171,,0x82000171,"Credit card on file is invalid. // Verify that your credit card number and expiration date are valid and up to date. If this does not solve your issue, please read this article on correcting billing errors."
E-820001F7,,0x820001F7,PSN is undergoing maintenance. // PSN is undergoing maintenance. Please try again later. You can check the status of the PSN here.
E-8220400D,,0x8220400D,An error has occurred.
E-82E0001C,,0x82E0001C,The user has been banned or suspended. Please refer to this support article for more information on bans and suspensions.
E-82E0001D,,0x82E0001D,Access to Sony Entertainment Network from this PS4 has been banned or temporarily suspended.
E-82E01050,,0x82E01050,The user has been banned or suspended. Please refer to this support article for more information on bans and suspensions.
E-82E101F6,,0x82E101F6,Connection to server failed. // The PS4 was unable to connect to the server. Please try again later. Refer to PSN Status.
E-82E101F7,,0x82E101F7,PSN is undergoing maintenance // PSN is undergoing maintenance. Please try again later. You can check the status of the PSN here.
E-82F001F8,,0x82F001F8,Connection to server failed. // The PS4 was unable to connect to the server. Please try again later. Refer to PSN Status.
E-8F000001,,0x8F000001,"Purchased Failed // Purchase the game directly from the PS Store, not from inside the game demo (e.g. Doki Doki Universe)."
E-FFFFFFFF,,0xFFFFFFFF,"System internal error. // Update your system software to the latest version. If the error occurs again, please visit our Contact page to contact SCEA for additional technical support."
E-8231CFB1,,0x8231CFB1,Error related to Spotify App.
NP-31734-8,SCE_NP_ERROR_NOT_SIGNED_UP,0x8055000A,Called in the not signed-up state
NP-31735-9,SCE_NP_ERROR_AGE_RESTRICTION,0x8055000B,Applicable to age restriction
NP-31736-0,SCE_NP_ERROR_LOGOUT,0x8055000C,Called in the log out state
NP-31737-1,SCE_NP_ERROR_LATEST_SYSTEM_SOFTWARE_EXIST,0x8055000D,A new version system software update file exists
NP-31738-2,SCE_NP_ERROR_LATEST_SYSTEM_SOFTWARE_EXIST_FOR_TITLE,0x8055000E,A new version system software update file exists
NP-31739-3,SCE_NP_ERROR_LATEST_PATCH_PKG_EXIST,0x8055000F,A new version update file exists
NP-31740-5,SCE_NP_ERROR_LATEST_PATCH_PKG_DOWNLOADED,0x80550010,A new version downloaded update file exists
NP-31765-2,SCE_NP_AUTH_ERROR_CONSOLE_ID_SUSPENDED,0x80550427,Use of the client console is temporarily suspended - (Console ID suspended)
NP-31766-3,SCE_NP_AUTH_ERROR_ACCOUNT_CLOSED,0x80550430,Account closed
NP-31767-4,SCE_NP_AUTH_ERROR_ACCOUNT_SUSPENDED,0x80550431,Account suspended
NP-31831-6,SCE_NP_COMMUNITY_SERVER_ERROR_PLAYER_BANNED,0x8055080A,User is banned
NP-31952-0,SCE_NP_MATCHING2_ERROR_TIMEDOUT,0x80550C36,Could not connect to the network // Retry the Internet connection test and make sure all of your network settings are correct. It's also possible that the PSN may be be undergoing maintenance. You can check the status of the PSN here.
NP-31962-1,SCE_NP_MATCHING2_SERVER_ERROR_PLAYER_BANNED,0x80550D06,User banned
NP-31987-8,SCE_NP_MATCHING2_SERVER_ERROR_CONSOLE_BANNED,0x80550D28,Console banned
NP-32091-5,,,"Trophy data is corrupted. // Step 1: Back up the save data using USB device or PS+ online storage, and then go to [Settings] > [Initialization] > [Initialize PS4] and try the PS4 initialization. Step 2: Transfer the saved data back to PS4 and retry the Trophy sync."
NP-32222-1,SCE_NP_WEBAPI_ERROR_NOT_SIGNED_IN,0x80552907,Called API which requires user to be signed in when not be signed in. You can check the status of the PSN here.
NP-32244-5,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_11,0x80552A11,Account suspended - obsolete error code
NP-32245-6,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_12,0x80552A18,Console suspended - obsolete error code
NP-32251-3,SCE_NP_AUTH_SERVER_ERROR_OBSOLETE_18,0x80552A18,Account closed - obsolete error code
NP-34846-5,,,"Trophy error // Step 1: Close the application and restart the system. Step 2: If the error occurs again, back up your saved data, and then go to [Settings] > [Initialization] and choose [Initialize PS4]."
NP-34926-4,SCE_NP_COMMUNITY_SERVER_ERROR_SAVEDATA_UPDATED,0x8055088A,"Since the save data of the same title was uploaded to PS plus's cloud save from two or more hardware, the latter became an error by the conflict. // You will see a message that says Saved data with the same name was uploaded from another PS4. Do you want to overwrite this saved data? Choose [Yes] to overwrite the data and upload your saved data."
NP-35000-8,,,PSN is undergoing maintenance // PSN is undergoing maintenance. Please try again later. You can check the status of the PSN here.
NW-31141-0,SCE_NET_ERROR_EPERM,0x80410101,Internal error
NW-31142-1,SCE_NET_ERROR_ENOENT,0x80410102,No resources are in wait state
NW-31143-2,SCE_NET_ERROR_ESRCH,0x80410103,Internal error
NW-31144-3,SCE_NET_ERROR_EINTR,0x80410104,Blocking canceled by abort function / An error has occured
NW-31145-4,SCE_NET_ERROR_EIO,0x80410105,Internal error
NW-31146-5,SCE_NET_ERROR_ENXIO,0x80410106,Internal error
NW-31147-6,SCE_NET_ERROR_E2BIG,0x80410107,Internal error
NW-31148-7,SCE_NET_ERROR_ENOEXEC,0x80410108,Internal error
NW-31149-8,SCE_NET_ERROR_EBADF,0x80410109,Invalid libnet ID specified
NW-31150-0,SCE_NET_ERROR_ECHILD,0x8041010A,Internal error
NW-31151-1,SCE_NET_ERROR_EDEADLK,0x8041010B,Internal error
NW-31152-2,SCE_NET_ERROR_ENOMEM,0x8041010C,Insufficient memory (kernel)
NW-31153-3,SCE_NET_ERROR_EACCES,0x8041010D,Attempted to use an area reserved by the system
NW-31154-4,SCE_NET_ERROR_EFAULT,0x8041010E,Invalid argument specified
NW-31155-5,SCE_NET_ERROR_ENOTBLK,0x8041010F,Abort process called while target is not in wait state
NW-31156-6,SCE_NET_ERROR_EBUSY,0x80410110,libnet already initialized
NW-31157-7,SCE_NET_ERROR_EEXIST,0x80410111,SCE_NET_EPOLL_CTL_ADD specified to previously associated Net library ID
NW-31158-8,SCE_NET_ERROR_EXDEV,0x80410112,Internal error
NW-31159-9,SCE_NET_ERROR_ENODEV,0x80410113,Target device does not exist
NW-31160-1,SCE_NET_ERROR_ENOTDIR,0x80410114,Internal error
NW-31161-2,SCE_NET_ERROR_EISDIR,0x80410115,Internal error
NW-31162-3,SCE_NET_ERROR_EINVAL,0x80410116,Invalid argument specified // Undefined error // Restart the PS4 system.
NW-31163-4,SCE_NET_ERROR_ENFILE,0x80410117,Insufficient space in socket table
NW-31164-5,SCE_NET_ERROR_EMFILE,0x80410118,Internal error
NW-31165-6,SCE_NET_ERROR_ENOTTY,0x80410119,Internal error
NW-31166-7,SCE_NET_ERROR_ETXTBSY,0x8041011A,Internal error
NW-31167-8,SCE_NET_ERROR_EFBIG,0x8041011B,Internal error
NW-31168-9,SCE_NET_ERROR_ENOSPC,0x8041011C,Size specified with dst is too small to store string
NW-31169-0,SCE_NET_ERROR_ESPIPE,0x8041011D,Internal error
NW-31170-2,SCE_NET_ERROR_EROFS,0x8041011E,Internal error
NW-31171-3,SCE_NET_ERROR_EMLINK,0x8041011F,Internal error
NW-31172-4,SCE_NET_ERROR_EPIPE,0x80410120,"Writing side of socket already closed. // Connection to server failed. Try Internet connection test at [Settings] > [Network] > [Test Internet Connection]. If you are able to connect, but still get the error, the server is likely busy. Please try again later."
NW-31173-5,SCE_NET_ERROR_EDOM,0x80410121,Internal error
NW-31174-6,SCE_NET_ERROR_ERANGE,0x80410122,Internal error
NW-31175-7,SCE_NET_ERROR_EAGAIN,0x80410123,Socket is in blocking state (when non-blocking)
NW-31175-7,SCE_NET_ERROR_EWOULDBLOCK,0x80410123,same as SCE_NET_ERROR_EAGAIN
NW-31176-8,SCE_NET_ERROR_EINPROGRESS,0x80410124,Attempting to establish a connection
NW-31177-9,SCE_NET_ERROR_EALREADY,0x80410125,Socket is already in use
NW-31178-0,SCE_NET_ERROR_ENOTSOCK,0x80410126,Internal error
NW-31179-1,SCE_NET_ERROR_EDESTADDRREQ,0x80410127,Invalid send request (NetSendto() should be used)
NW-31180-3,SCE_NET_ERROR_EMSGSIZE,0x80410128,Message size is too large
NW-31181-4,SCE_NET_ERROR_EPROTOTYPE,0x80410129,Unsupported protocol type was specified
NW-31182-5,SCE_NET_ERROR_ENOPROTOOPT,0x8041012A,Option is not supported
NW-31183-6,SCE_NET_ERROR_EPROTONOSUPPORT,0x8041012B,Invalid protocol family
NW-31184-7,SCE_NET_ERROR_ESOCKTNOSUPPORT,0x8041012C,Internal error
NW-31185-8,SCE_NET_ERROR_ENOTSUP,0x8041012D,Invalid call for that socket
NW-31185-8,SCE_NET_ERROR_EOPNOTSUPP,0x8041012D,Invalid call for that socket
NW-31186-9,SCE_NET_ERROR_EPFNOSUPPORT,0x8041012E,Unsupported protocol family was specified
NW-31187-0,SCE_NET_ERROR_EAFNOSUPPORT,0x8041012F,Value of specified address family is not supported by socket protocol family
NW-31188-1,SCE_NET_ERROR_EADDRINUSE,0x80410130,Attempted to bind to bound port
NW-31189-2,SCE_NET_ERROR_EADDRNOTAVAIL,0x80410131,Invalid address specified
NW-31190-4,SCE_NET_ERROR_ENETDOWN,0x80410132,Interface is down
NW-31191-5,SCE_NET_ERROR_ENETUNREACH,0x80410133,Destination is unreachable
NW-31192-6,SCE_NET_ERROR_ENETRESET,0x80410134,Internal error
NW-31193-7,SCE_NET_ERROR_ECONNABORTED,0x80410135,Connection was aborted
NW-31194-8,SCE_NET_ERROR_ECONNRESET,0x80410136,Connection was reset. // Restart the PS4 system. / The connection to the server has been lost.
NW-31195-9,SCE_NET_ERROR_ENOBUFS,0x80410137,Memory limited
NW-31196-0,SCE_NET_ERROR_EISCONN,0x80410138,Specified connection is already established
NW-31197-1,SCE_NET_ERROR_ENOTCONN,0x80410139,Specified connection does not exist
NW-31198-2,SCE_NET_ERROR_ESHUTDOWN,0x8041013A,Shutdown in progress
NW-31199-3,SCE_NET_ERROR_ETOOMANYREFS,0x8041013B,Too many multicast addresses specified
NW-31200-6,SCE_NET_ERROR_ETIMEDOUT,0x8041013C,"Timeout occurred (indicates a protocol timeout, unlike SCE_NET_EAGAIN) // Failed to update the system software due to connection error // Step 1: If you have access to a PC, follow these instructions to update your system software using a USB device. Step 2: If you don't have access to a PC, try Internet connection test at [Settings] > [Network] > [Test Internet Connection] and make sure you can connect to the network. Step 3:If you are able to connect, retry updating at [Settings] > [System Software Update]. Step 4: If you're unable to connect, the network may be experiencing issues. You can check the status of the PSN here. Turn off other devices that are connected to your network to reduce stress and try the update again."
NW-31201-7,SCE_NET_ERROR_ECONNREFUSED,0x8041013D,Connection request was denied
NW-31202-8,SCE_NET_ERROR_ELOOP,0x8041013E,Internal error
NW-31203-9,SCE_NET_ERROR_ENAMETOOLONG,0x8041013F,Internal error
NW-31204-0,SCE_NET_ERROR_EHOSTDOWN,0x80410140,Did not reach other side
NW-31205-1,SCE_NET_ERROR_EHOSTUNREACH,0x80410141,Network unreachable
NW-31206-2,SCE_NET_ERROR_ENOTEMPTY,0x80410142,Internal error
NW-31207-3,SCE_NET_ERROR_EPROCLIM,0x80410143,Internal error
NW-31208-4,SCE_NET_ERROR_EUSERS,0x80410144,Internal error
NW-31209-5,SCE_NET_ERROR_EDQUOT,0x80410145,Internal error
NW-31210-7,SCE_NET_ERROR_ESTALE,0x80410146,Internal error
NW-31211-8,SCE_NET_ERROR_EREMOTE,0x80410147,Internal error
NW-31212-9,SCE_NET_ERROR_EBADRPC,0x80410148,Internal error
NW-31213-0,SCE_NET_ERROR_ERPCMISMATCH,0x80410149,Internal error
NW-31214-1,SCE_NET_ERROR_EPROGUNAVAIL,0x8041014A,Internal error
NW-31215-2,SCE_NET_ERROR_EPROGMISMATCH,0x8041014B,Internal error
NW-31216-3,SCE_NET_ERROR_EPROCUNAVAIL,0x8041014C,Internal error
NW-31217-4,SCE_NET_ERROR_ENOLCK,0x8041014D,Internal error
NW-31218-5,SCE_NET_ERROR_ENOSYS,0x8041014E,Internal error
NW-31219-6,SCE_NET_ERROR_EFTYPE,0x8041014F,Internal error
NW-31220-8,SCE_NET_ERROR_EAUTH,0x80410150,Internal error
NW-31221-9,SCE_NET_ERROR_ENEEDAUTH,0x80410151,Internal error
NW-31222-0,SCE_NET_ERROR_EIDRM,0x80410152,Internal error
NW-31223-1,SCE_NET_ERROR_ENOMS,0x80410153,Internal error
NW-31224-2,SCE_NET_ERROR_EOVERFLOW,0x80410154,Internal error
NW-31225-3,SCE_NET_ERROR_ECANCELED,0x80410155,Termination process of Net library ID in use was executed
NW-31226-4,SCE_NET_ERROR_EADHOC,0x804101A0,UDP or TCP was attempted in the ad hoc communication mode
NW-31227-5,SCE_NET_ERROR_ERESERVED161,0x804101A1,Internal error
NW-31228-6,SCE_NET_ERROR_ERESERVED162,0x804101A2,Internal error
NW-31229-7,SCE_NET_ERROR_EINACTIVEDISABLED,0x804101A3,Network disconnection occurred owing to system suspend
NW-31230-9,SCE_NET_ERROR_ENODATA,0x804101A4,Internal error
NW-31231-0,SCE_NET_ERROR_EDESC,0x804101A5,Internal error
NW-31232-1,SCE_NET_ERROR_EDESCTIMEDOUT,0x804101A6,Internal error
NW-31233-2,SCE_NET_ERROR_ENETINTR,0x804101A7,Internal error
NW-31234-3,SCE_NET_ERROR_ENOTINIT,0x804101C8,libnet not initialized
NW-31235-4,SCE_NET_ERROR_ENOLIBMEM,0x804101C9,Insufficient memory (library)
NW-31236-5,SCE_NET_ERROR_ERESERVED202,0x804101CA,Internal error
NW-31237-6,SCE_NET_ERROR_ECALLBACK,0x804101CB,Internal error
NW-31238-7,SCE_NET_ERROR_EINTERNAL,0x804101CC,Internal error
NW-31239-8,SCE_NET_ERROR_ERETURN,0x804101CD,libnetctl error was returned
NW-31240-0,SCE_NET_ERROR_ENOALLOCMEM,0x804101CE,Insufficient memory (library)
NW-31241-1,SCE_NET_ERROR_RESOLVER_EINTERNAL,0x804101DC,Internal error
NW-31242-2,SCE_NET_ERROR_RESOLVER_EBUSY,0x804101DD,Resolver was in use
NW-31243-3,SCE_NET_ERROR_RESOLVER_ENOSPACE,0x804101DE,Insufficient memory (library)
NW-31244-4,SCE_NET_ERROR_RESOLVER_EPACKET,0x804101DF,Invalid DNS response
NW-31245-5,SCE_NET_ERROR_RESOLVER_ERESERVED224,0x804101E0,Internal error
NW-31246-6,SCE_NET_ERROR_RESOLVER_ENODNS,0x804101E1,DNS server not specified
NW-31247-7,SCE_NET_ERROR_RESOLVER_ETIMEDOUT,0x804101E2,Timeout occurred
NW-31248-8,SCE_NET_ERROR_RESOLVER_ENOSUPPORT,0x804101E3,Unsupported function requested by server
NW-31249-9,SCE_NET_ERROR_RESOLVER_EFORMAT,0x804101E4,Invalid response from server
NW-31250-1,SCE_NET_ERROR_RESOLVER_ESERVERFAILURE,0x804101E5,Temporary error from server
NW-31251-2,SCE_NET_ERROR_RESOLVER_ENOHOST,0x804101E6,Inquired host name does not exist
NW-31252-3,SCE_NET_ERROR_RESOLVER_ENOTIMPLEMENTED,0x804101E7,Inquired function is not implemented
NW-31253-4,SCE_NET_ERROR_RESOLVER_ESERVERREFUSED,0x804101E8,Inquiry denied
NW-31254-5,SCE_NET_ERROR_RESOLVER_ENORECORD,0x804101E9,Inquired record does not exist
NW-31255-6,SCE_NET_ERROR_RESOLVER_EALIGNMENT,0x804101EA,Invalid alignment
NW-31302-9,SCE_NET_CTL_ERROR_NOT_INITIALIZED,0x80412101,NetCtl library not initialized.
NW-31303-0,SCE_NET_CTL_ERROR_CALLBACK_MAX,0x80412103,Over maximum number of callback registered.
NW-31304-1,SCE_NET_CTL_ERROR_ID_NOT_FOUND,0x80412104,Specified ID is not found.
NW-31305-2,SCE_NET_CTL_ERROR_INVALID_ID,0x80412105,Specified ID is not found.
NW-31306-3,SCE_NET_CTL_ERROR_INVALID_CODE,0x80412106,Invalid code specified.
NW-31307-4,SCE_NET_CTL_ERROR_INVALID_ADDR,0x80412107,Invalid address specified.
NW-31308-5,SCE_NET_CTL_ERROR_NOT_CONNECTED,0x80412108,Network not connected.
NW-31309-6,SCE_NET_CTL_ERROR_NOT_AVAIL,0x80412109,Information not available.
NW-31310-8,SCE_NET_CTL_ERROR_NETWORK_DISABLED,0x8041210D,Network disabled.
NW-31311-9,SCE_NET_CTL_ERROR_DISCONNECT_REQ,0x8041210E,Disconnect event occured by disconnect request.
NW-31312-0,SCE_NET_CTL_ERROR_INVALID_TYPE,0x8041210F,The specified type is invalid.
NW-31313-1,SCE_NET_CTL_ERROR_INVALID_SIZE,0x80412111,Structure size specified in size member of the structure is invalid.
NW-31314-2,SCE_NET_CTL_ERROR_ETHERNET_PLUGOUT,0x80412115,Ethernet cable is unplugged.
NW-31315-3,SCE_NET_CTL_ERROR_WIFI_DEAUTHED,0x80412116,Deauthorized by access point.
NW-31316-4,SCE_NET_CTL_ERROR_WIFI_BEACON_LOST,0x80412117,Could not receive beacon from access point.
NW-31319-7,SCE_NET_CTL_ERROR_IPCINT_OUT_OF_MEMORY,0x80412183,Could not allocate memory.
NW-31323-2,SCE_NET_CTL_ERROR_IPCINT_BUSY,0x80412187,Not executed due to processing of connect or scan.
NW-31332-2,SCE_NET_CTL_ERROR_IPCINT_INVALID_SSID,0x80412190,The specified SSID is invalid.
NW-31333-3,SCE_NET_CTL_ERROR_IPCINT_INVALID_SSIDS_NUM,0x80412191,The specified number of SSIDs is invalid.
NW-31337-7,SCE_NET_CTL_ERROR_IPCINT_SCANINFO_LOCKED,0x80412199,Could not get scan information due to processing of scan.
NW-31339-9,SCE_NET_CTL_ERROR_IPCINT_INVALID_SCANINFO_BSSID,0x8041219D,The specified BSSID for getting scan information is invalid.
NW-31340-1,SCE_NET_CTL_ERROR_IPCINT_INVALID_SIZE,0x8041219E,The value of size member variable of specified structure is invalid.
NW-31341-2,SCE_NET_CTL_ERROR_IPCINT_NO_SCANINFO,0x8041219F,There is no scan result.
NW-31367-0,,,Could not open wireless device. // Restart the PS4 system.
NW-31446-8,SCE_HTTP_ERROR_BEFORE_INIT,0x80431001,Before library initialization
NW-31447-9,SCE_HTTP_ERROR_ALREADY_INITED,0x80431020,Library is already initialized
NW-31448-0,SCE_HTTP_ERROR_BUSY,0x80431021,"The specified resource is under use // Connection error // PSN or the game's server may be temporarily unavailable. Please check the status of the game's server via its website. You can check the status of the PSN here.. This is likely a temporary issue, so please try again later."
NW-31449-1,SCE_HTTP_ERROR_OUT_OF_MEMORY,0x80431022,Insufficient free memory space
NW-31450-3,SCE_HTTP_ERROR_NOT_FOUND,0x80431025,The specified element does not exist
NW-31451-4,SCE_HTTP_ERROR_UNKNOWN_SCHEME,0x80431061,Invalid scheme was specified
NW-31452-5,SCE_HTTP_ERROR_NETWORK,0x80431063,Unused
NW-31453-6,SCE_HTTP_ERROR_BAD_RESPONSE,0x80431064,Response is invalid // Delayed server response. // Try Internet connection test at [Settings] > [Network] > [Test Internet Connection]. Check that the internet status is valid.
NW-31454-7,SCE_HTTP_ERROR_BEFORE_SEND,0x80431065,The specified request has not been sent yet
NW-31455-8,SCE_HTTP_ERROR_AFTER_SEND,0x80431066,Request API was called after request transmission
